userNumber,modern,playful,clumsy,sharp,graceful,angular,strong,attention-grabbing,artistic,attractive,complex,calm,friendly,happy,legible,sloppy,warm,delicate,charming,formal,wide,disorderly,gentle,technical,boring,pretentious,bad,dramatic,thin,fresh,soft
2,0.017915692735203322,0.0328178704262139,0.008803062663672742,0.03645889797915676,0.00790805551776149,-0.049202767509677434,0.26977172491211315,0.05129578473498054,0.014700716484870953,0.06003447213300805,0.02194018487377964,0.0014596417291785854,0.002133851251932129,0.017484730536414497,0.010049257669254715,0.08515900159928384,0.10985450038065113,-0.03033826693312041,0.015109450075918355,0.04354610343928938,0.3118440373718048,0.056718521645088504,-0.01585825399884686,0.007758052321765268,0.0028561803176769063,0.01994930579231121,0.011755515436163927,0.023320526954237846,0.7088245734899665,0.002477823890424242,0.0015973066525840395
3,0.07546082810161703,0.023323091260120003,6.145870348014581,0.027437579099678856,-0.013063299491411932,0.087760354355806,6.14599229771629,3.19572848321283,6.14595260443106,-0.019953122581827125,0.0846304086422297,0.05042168676772928,6.126371671711601,-1.1100771646529861,6.145993623359583,0.21320203361340326,0.02311502170204479,0.0005915677604120104,6.14599654121677,0.006900248992318835,6.145997413017856,1.4207169498319536,-0.046312047046418774,0.02199336854633191,6.145993257116707,0.006787415979675832,0.013951860535367873,0.03236673580115764,1.222759696650187,6.145996433818162,2.1603458840824614
4,0.0012217538459861495,0.0055684233844435485,-0.006314025852905948,-0.006940596383666933,6.145998598433981,0.0022225110159329376,0.03303958130954533,0.975653090206622,0.020111272111001163,0.06266355775874527,0.006592312390397142,0.029345091072822946,0.04194420687873269,-0.003984956662746814,0.9053432386185613,-0.0031489897218637767,0.005599382043970002,-0.05987148888258298,6.145998914113872,0.0029864061275680152,0.028170022154264243,0.06672173549541736,0.007686896494442214,-0.0002478365215146984,-0.001792866866790969,0.031456304206652,6.145994209747187,0.030066917750917854,0.04875179045934106,0.014745062015188975,0.07648720903781908
5,-0.1609342697996856,,0.5409586214381159,6.14598593713349,6.145994046672426,6.145964737272044,,,0.06593007990792595,-0.2628191496390579,6.145702831307808,0.008268684467488725,-0.02549069351437513,-6.1459976774978005,0.07657520574519075,-0.003129522128176465,-3.7677110800243794,-0.10106226283551313,0.4421686362413746,-0.008549955459050095,,0.9527426218481705,-6.145982392071823,0.07319789742725881,,-1.052025757048742,,-0.5758126171321211,5.015142867117925,-0.42339204624589416,-6.145926219567576
6,0.03657682054744757,6.145998283368946,0.6950454790901541,-0.8198253335234792,0.12555176143376007,-0.022218537788360096,0.16456230178453524,6.145993397306505,0.05471599526234666,6.1459987528305,0.028275230667560842,6.145991433629101,0.02261122742402017,6.145998034352089,-0.006080697684965339,-0.0011491563763612635,0.08143391657820549,-0.0280777299646837,0.03116078326321442,-0.0003134852587905803,1.6023985885940648,0.02967323134569283,-0.007123083796874349,0.6347819044110146,0.03289963352333967,3.857814945005555,-0.03569171066234127,0.023036432911329556,0.12034758973080664,0.0023163083154370584,0.038197850204785444
7,-0.1609342697996856,,0.010675089497310004,-0.1731212666300308,-0.6321081899076455,6.145964737272044,,,6.1459594961513995,0.26281914995708777,-6.145702831307808,-0.008268684467488725,-0.17892782330548107,0.017655686649970786,-6.145993623359583,-0.6318732071006032,-3.767711080024384,0.10106226283551313,0.4421686362413746,-0.008549955459050095,,0.9527426218481705,-6.145982392071823,0.07319789742725881,,-1.052025757048742,,0.5758126179454225,-5.0151428671179055,-0.42339204624589416,-6.145926219567576
8,6.145987805097366,-1.3100063431530673,0.030362553821410995,0.6957366201805159,6.145846777083582,-0.03670624312766748,3.008542871535745,0.018893137776695608,1.559483117960237,0.058127122768276356,0.017481662962319015,-0.0003071089539493742,0.016609740395236102,1.0700394818023675,6.145994401362082,-0.001134063777502317,0.06190456978567083,-0.016037624186349953,0.03104818666320011,6.145993245381081,0.08778463546034417,0.029208231735564895,0.0005055543009561414,0.015834770330009795,6.145994785860298,0.013719819020858256,0.5612728678204539,0.6665663729310631,6.145989235268254,1.7755989768756437,0.008280674067401834
9,-0.18437262092003387,,0.5440655515346815,-0.004187694753610677,6.145994046672426,6.145975565811423,-3.008542869895086,6.145993397306505,0.023152302657816287,0.31433545453644535,6.145702831307808,1.0926885296809936,0.179042241538616,-0.09431501374096338,0.006276154321192686,6.145996718181315,3.7677110803529716,6.145981622615591,0.4421686362413746,0.024775586252740543,1.6014886623778999,6.145984068088492,0.02277544642903828,4.148115238616445,6.145991455989581,0.02289386463136448,6.145991110477852,0.6673782999453002,5.0151428671180325,-0.42339204624589416,0.03689113752763977
10,0.006038290272763463,0.014993277786450475,0.028194989197628213,0.016093948886488393,0.07431482141614949,-0.03246938627057654,0.15391888675959814,0.005892497792117957,0.010005354625017896,0.01886479155385752,0.024294985739459207,0.06585811263905528,0.013904101370080463,0.027610582934740464,0.006356408402169079,0.05640490980967663,0.04032872727632494,0.008764969984081062,0.04565861843831075,0.021688938081149637,0.09477638730167043,0.0393833796139888,0.022350281543424715,-0.018675612912605014,0.012410230552571353,-0.0024462719702834077,0.04480055507147575,0.007649171779147015,0.21235329767398248,0.03705592252879918,0.04917390067956351
11,0.041407372665988464,0.06370097888587732,0.013847862008302333,0.017506548994042685,0.03464329834035945,-0.0033374787575951286,0.11565246303990054,-0.01876169439028412,0.01542405522291598,0.013666303564518471,0.02768762349715286,0.07149532253644598,1.8740483436301514,-0.0006419973516518725,0.043430655283413895,0.017656448890335553,-0.03243052395286049,0.007865498277183882,0.020657834897992982,0.1109556529799559,1.0609244939743063,0.045750211971027945,0.052507444595408535,0.025314417332133448,0.08516986233609018,-0.004450129854290983,0.023251309235457384,0.035450106030134695,6.145995731523124,-0.004919846897717986,0.021600843164787616
12,6.1459943365160274,,0.8481156105031163,0.018182583144884565,6.145992115845106,-6.145979491085729,,1.1454059368920508,0.019917873994748966,-0.0035166063653857957,-0.5642433005053514,6.145805626528195,6.145886108268665,0.37819463460083275,-0.339471045488363,2.535917364910962,,6.145981622615591,-0.8061650998358062,-0.012943684031154336,-2.7359910261767517,-0.01297607270091433,-6.145982392071823,-0.1956965961084741,,6.1459442680605845,0.0484762750074521,-3.559756211562376,6.145989586401094,-1.080431758632671,
13,0.013645335367784766,0.03055453130460678,0.007843404535378072,0.002850206178633414,0.06672746690891632,0.003922686465057074,0.08842324531549298,0.04635733736715398,0.04868557844799202,0.07405731006248374,0.04473339261857985,0.01867315378570703,0.02733431543919776,0.011969284365528559,0.008770239606371239,0.0299275932797898,0.019285563595145026,6.145999337134554,0.058928814698133505,0.023899397489537115,1.0023639233064292,0.05073024473793623,0.0567328797152272,-0.012097101370809616,0.014067649088031512,0.03710426651648653,6.1459979912814315,0.02267717352805564,6.145998320384348,0.01935598973718862,0.7657260884921855
14,6.145978917451352,,0.5527264547047612,,,,,1.2175621314162424,,,-1.255962033380272,,6.145985134456227,,,,-0.6452080408606639,6.1459897336285705,,0.04679310508537722,1.0506671186016516,,,,6.145965323600741,,0.9262397248102402,,1.4453432934402282,,
15,0.019966757526200543,0.028349435193138636,0.0028982935975790654,0.010351431150371862,0.019062472681115862,-0.010707402143477748,0.12146568793024996,0.02725955571031565,0.038334139047728984,1.096888725949477,0.01835041165159825,0.01172529373156618,0.015253311235884253,0.017871875312565216,0.03367494130677294,-0.008567633041763523,0.05117242061507632,0.0047949602365909925,-0.0031261053633714186,0.010181526769337349,0.1633087839636041,0.026578295868047636,0.00016168841190409173,0.00829093612281211,0.0012223326495301667,0.011159109196443185,0.030758221503237086,0.014298916625272997,0.17906748809998477,0.0014950841524427405,0.05896253040614949
