name,modern,playful,clumsy,sharp,graceful,angular,strong,attention-grabbing,artistic,attractive,complex,calm,friendly,happy,legible,sloppy,warm,delicate,charming,formal,wide,disorderly,gentle,technical,boring,pretentious,bad,dramatic,thin,fresh,soft
GentiumBasic-BoldItalic,11.845856015390142,8.713434495237543,-0.8883584743701548,2.2585338109868864,8.472866947519504,1.561012324648006,3.7929093789316486,7.38164261752111,13.59615910862471,16.429675572715066,5.256406819443991,1.8961138546812522,1.0841683077863815,12.531476047717492,5.507363093828385,3.7692597323627877,13.105708782801425,8.386086319057224,16.026460382923783,6.3222002331879406,-17.15270899203576,-7.685533334067638,4.137575471029837,6.25177301193515,-7.1665441628742546,9.291372653022997,-5.838053893323107,3.4780131982808156,-26.117948333640403,5.869225549627054,12.608196076739606
Asset,-4.156146471719866,-3.4925058606175843,13.54567385510028,-13.287808125474893,-11.11179686916671,0.8996498979770369,32.88711818190448,-4.324494688247496,-1.2026891697573516,-7.405006974390158,12.867491871686116,-37.4539864570444,-21.295333209618526,-13.068466081946612,-20.63634203871064,2.6659853186402263,1.6831117073059378,-13.897031958612585,-20.140454257713913,-8.179081312877829,32.596098839810146,15.48617151028137,-24.294673695958636,-5.382563040347564,5.439225416903089,-1.0687510186821385,16.705593021542214,2.8164632167015706,-99.99999927601894,-21.662448098806617,-21.434512557671464
ShareTech-Regular,0.7684959988912605,-4.810986659701049,-4.088653042095986,-2.5907550171898737,-1.2214655294174201,1.2197376027483495,-6.3070735272318865,-2.43963127142375,-4.079981505752847,-10.646482418116209,-5.535067026970549,7.715393393524383,-0.9110907993424635,-9.576466074888257,1.4605694317649716,-7.445361303217311,-2.0820672294482567,-0.48867461929412026,-2.326044801317801,-1.1766782576756785,-22.04768872764883,-7.99326979804325,5.459085044577598,-2.574914575679573,4.464474418348694,1.319223155467985,-4.012135634765111,-0.5465324870048095,15.595506677076342,-2.0944508197143996,2.7265442607592227
Iceland-Regular,2.959349990606911,5.73311032135439,-1.0569865463199666,2.9966026555099283,-4.835768742129132,3.2534437935111886,-20.680006817741173,-6.035749250295401,5.362054440783867,-6.404083487956067,2.270883147700917,-2.5480309697170527,-2.149312417753263,-4.135035092407951,-3.095632491488282,-2.140060621503111,-7.159500747045524,-0.49522724375640115,-4.341889302736097,-5.836319731678634,-16.381459285593827,-3.0592402206855174,4.142434715435673,2.891837934947838,-1.8897379711762605,0.8893041171175069,4.712426828765709,2.7438077790442867,45.11005265254495,-0.5715099183259097,7.937032113720773
Oswald-Bold,-6.906811670925462,-4.9237885363705125,0.8726518937677882,-3.7437917068582265,-2.5638849573113016,-7.515211138221631,28.230825817353924,4.552683582362381,-3.3720874203246622,-6.217569530779368,-1.1254001669238027,-7.14053854511874,-8.34860554590757,-1.8267961140013453,-0.12300396184207758,-8.493140249315582,-0.4996286534961179,-3.812057061770949,-8.3158169743891,-0.010984061047638733,-1.5329246428155503,-7.2527624002340065,-6.400880199355779,3.85018573070423,5.186028433958499,1.9383487935864276,5.022080905607834,-3.1736847684335556,-59.37691182084487,-7.19901877710604,-12.00577164419865
Arvo-Italic,0.9985299312249376,4.346069582393563,1.1513049478941215,6.9813580058358955,1.2282689977452395,9.672365519983943,8.335225261200936,1.244604764147617,4.444764458764706,7.912965260232121,-4.254036034891737,1.1766931906575284,-0.34967582918968976,3.0748838527659386,3.771087165738565,6.488100935742705,-0.12198287638627713,1.390201818224584,3.4423241562926368,3.4943199582899136,14.77961272501523,-3.97901442028131,-2.2543231601494162,6.9111582035144545,-4.5741324461562485,-1.9954144519707622,4.892632377263352,-1.5740301503874228,-21.098390555441547,6.371343816708351,-2.2549739583472928
Roboto-MediumItalic,-5.92125563640555,-6.4485423370124915,-9.961941085689897,4.647658372548382,4.907674166134718,1.770400884996256,9.887134162766678,0.6844197907328722,-6.13620722893638,-2.2873454669544397,-5.630463839731495,4.518169919560822,4.996385833803009,-1.1156148560369508,8.831361594719816,4.236687524837085,4.3246730500446064,-2.028812697098659,4.696024732114583,9.890335069057622,-3.6417282842239262,-12.315660262052095,2.4414764296634854,-4.851600240650874,-4.524452525765237,3.574831024703634,-8.179584949620475,-1.2768215273967805,-16.55872320486554,1.270449444609732,0.4100393079522067
Bello-Pro,7.491871012808597,13.627180537183357,15.94603979461536,-4.948027188817901,3.2160448870315896,3.797875730749408,1.656104025302353,3.348415076989458,26.94070345596709,2.248869676123135,15.41018107943452,-15.055139648904737,-0.29516376539764155,4.430096418459879,-13.243357188998138,16.78188543310473,5.352786770891898,6.437122088707415,2.2411212673770264,-7.145969260060742,-26.791654454665995,30.51935858186482,-14.677755842135168,1.2730001759003595,-1.3429250685642862,9.014200903527614,8.257358999647693,14.448655940108553,-60.81318681549393,-3.9516646991777007,-9.833874719477231
Syncopate-Bold,-5.4864315217928805,5.01320538311757,7.597405526527063,-9.705458474847523,-7.3443865611215395,-5.182915362820264,30.451211332283016,13.06967185636849,-1.092173534527794,-6.634637160703695,7.100184040321866,-18.53527167971618,-12.89803784128432,-3.961133012035995,-9.852824486048098,-7.353272238990685,0.1530098949504376,-10.83031761062106,-4.455788581146363,-7.045773834458185,53.481116973055215,14.385283459216835,-17.346564069853926,5.357777173222491,8.42012478410048,4.693863736167531,16.506337220429323,7.64794932444377,-91.62200236517216,-6.800521652868609,-17.806940421588994
Arvo-Bold,-3.6942874423939838,-1.3482594064945013,0.31648421227446666,-0.6810099891675282,0.389048646946086,-3.8466788488352313,27.628894305265344,6.4348512380676235,-0.6956913427000676,5.6156431555415764,4.032793826206973,-8.094200961110879,-0.06327179340372165,-2.4305781844498386,0.164509673120322,-4.5956172150976915,7.257321426265776,-4.197580198667333,1.2732694184331,8.10458369649233,11.41262631110414,-3.2809208172351236,-2.4421633159121123,-1.0381809100199413,3.3088530059636287,1.7489671219406588,-7.246845563217408,3.963601807893848,-64.24326587139237,0.15230727517623832,-4.9054589484267765
ModernAntiqua-Regular,3.452004006925008,4.159468201281819,5.59365110505077,-1.2564017510427934,4.820270267194273,0.5423174727698368,-0.6703622331711656,0.47795371509999884,0.6289797298881112,1.843779807496528,4.337549044449886,0.12008446579580337,-3.9575688543902876,4.880604408167612,2.4052771714921493,4.345971291890531,3.39041363937657,1.11879566004938,7.620233292189351,-2.086173401137234,7.061188331234063,8.375295427504984,7.045704638677558,-0.43826509663699237,-2.3168532443580525,6.0115782732467755,-2.2884466064179088,10.13874375307859,14.546392340055382,1.355153244959334,-0.17775980343530554
Marvel-Bold,-3.0297382524529706,-8.771358894626246,-8.619448120462478,0.06715189892084676,-5.976810620165936,-0.03893450825136052,-18.22260303626722,-6.576148171657187,-12.791102555964029,-2.037864021724816,-9.780152756463059,9.33669488998892,4.733575569428182,-1.827819112954248,-3.069936310418436,-8.22945024289976,-9.016835911106122,2.3920588965676837,-5.481257958088215,1.094447359774974,-99.99998648727603,-10.142220517558439,2.2754645509509763,-8.212391765728817,5.027768791883266,-4.7041263572449195,0.9979859162396241,-14.271059952652655,67.9450207884396,4.1019138408718705,12.70374237363044
PressStart2P-Regular,-8.61850776312368,5.145035751821295,22.63719171514779,-14.14766145103412,-18.715317457980934,-5.644044120140107,12.72677208832595,2.5541065260372418,-1.1492239014365486,-16.49474795506941,16.295533927380543,-44.95225753235596,-25.41451914310134,-15.497462686789119,-16.81765976869603,1.5036624029628047,1.2828377637018824,-14.777093467930875,-18.11149674659071,-23.634560258320626,99.9999763524987,23.089570662489297,-54.71544853916095,-0.20666241468259192,8.84485578976368,1.5073572768982735,25.594679642279697,3.2483659166176366,-56.269799016237606,-43.245701187595394,-28.988546004422165
